ano,sigla_uf,id_municipio,populacao
2017,RS,4309951.0,4155.0
2017,RS,4310009.0,20355.0
2017,RS,4310108.0,34903.0
2017,RS,4310207.0,83330.0
2017,RS,4310306.0,4202.0
2017,RS,4310330.0,20578.0
2017,RS,4310363.0,3157.0
2017,RS,4310405.0,6598.0
2017,RS,4310413.0,2312.0
2017,RS,4310439.0,6482.0
2017,RS,4310462.0,1975.0
2017,RS,4310504.0,7921.0
2017,RS,4310538.0,5384.0
2017,RS,4310553.0,3552.0
2017,RS,4310579.0,2295.0
2017,RS,4310603.0,39012.0
2017,RS,4310652.0,2583.0
2017,RS,4310702.0,3896.0
2017,RS,4310751.0,2104.0
2017,RS,4310801.0,22514.0
2017,RS,4310850.0,4082.0
2017,RS,4310876.0,2666.0
2017,RS,4310900.0,3704.0
2017,RS,4311007.0,28156.0
2017,RS,4311106.0,11514.0
2017,RS,4311122.0,4083.0
2017,RS,4311130.0,3645.0
2017,RS,4311155.0,8679.0
2017,RS,4311205.0,20012.0
2017,RS,4311239.0,2852.0
2017,RS,4311254.0,6516.0
2017,RS,4311270.0,1650.0
2017,RS,4311304.0,28454.0
2017,RS,4311403.0,79819.0
2017,RS,4311429.0,2596.0
2017,RS,4311502.0,7807.0
2017,RS,4311601.0,5686.0
2017,RS,4311627.0,5765.0
2017,RS,4311643.0,1712.0
2017,RS,4311700.0,5640.0
2017,RS,4311718.0,4804.0
2017,RS,4311734.0,3079.0
2017,RS,4311759.0,7383.0
2017,RS,4311775.0,7016.0
2017,RS,4311791.0,2677.0
2017,RS,4311809.0,41059.0
2017,RS,4311908.0,4941.0
2017,RS,4311981.0,3932.0
2017,RS,4312005.0,2190.0
2017,RS,4312054.0,4159.0
2017,RS,4312104.0,5124.0
2017,RS,4312138.0,2574.0
2017,RS,4312153.0,4276.0
2017,RS,4312179.0,1780.0
2017,RS,4312203.0,4804.0
2017,RS,4312252.0,8059.0
2017,RS,4312302.0,4975.0
2017,RS,4312351.0,1545.0
2017,RS,4312377.0,3249.0
2017,RS,4312385.0,2689.0
2017,RS,4312401.0,63868.0
2017,RS,4312427.0,2986.0
2017,RS,4312443.0,3166.0
2017,RS,4312450.0,6566.0
2017,RS,4312476.0,6183.0
2017,RS,4312500.0,12794.0
2017,RS,4312609.0,5006.0
2017,RS,4312617.0,3156.0
2017,RS,4312625.0,1903.0
2017,RS,4312658.0,17185.0
2017,RS,4312674.0,1752.0
2017,RS,4312708.0,12247.0
2017,RS,4312757.0,3481.0
2017,RS,4312807.0,4471.0
2017,RS,4312906.0,9599.0
2017,RS,4312955.0,1932.0
2017,RS,4313003.0,3344.0
2017,RS,4313011.0,2807.0
2017,RS,4313037.0,5125.0
2017,RS,4313060.0,20405.0
2017,RS,4313086.0,2568.0
2017,RS,4313102.0,6605.0
2017,RS,4313201.0,20675.0
2017,RS,4313300.0,25559.0
2017,RS,4313334.0,2417.0
2017,RS,4313359.0,3603.0
2017,RS,4313375.0,26450.0
2017,RS,4313391.0,4125.0
2017,RS,4313409.0,249508.0
2017,RS,4313425.0,3757.0
2017,RS,4313441.0,2312.0
2017,RS,4313466.0,1790.0
2017,RS,4313490.0,4181.0
2017,RS,4313508.0,44468.0
2017,RS,4313607.0,4172.0
2017,RS,4313656.0,11449.0
2017,RS,4313706.0,34844.0
2017,RS,4313805.0,7184.0
2017,RS,4313904.0,41781.0
2017,RS,4313953.0,9845.0
2017,RS,4314001.0,7404.0
2017,RS,4314027.0,7677.0
2017,RS,4314035.0,3760.0
2017,RS,4314050.0,56277.0
2017,RS,4314068.0,5554.0
2017,RS,4314076.0,6430.0
2017,RS,4314100.0,198799.0
2017,RS,4314134.0,2308.0
2017,RS,4314159.0,8485.0
2017,RS,4314175.0,2168.0
2017,RS,4314209.0,7999.0
2017,RS,4314308.0,4043.0
2017,RS,4314407.0,344385.0
2017,RS,4314423.0,5595.0
2017,RS,4314456.0,2616.0
2017,RS,4314464.0,2104.0
2017,RS,4314472.0,4544.0
2017,RS,4314498.0,4803.0
2017,RS,4314506.0,12913.0
2017,RS,4314548.0,2868.0
2017,RS,4314555.0,2625.0
2017,RS,4314605.0,20799.0
2017,RS,4314704.0,10623.0
2017,RS,4314753.0,2112.0
2017,RS,4314779.0,3990.0
2017,RS,4314787.0,1706.0
2017,RS,4314803.0,34692.0
2017,RS,4314902.0,1484941.0
2017,RS,4315008.0,5227.0
2017,RS,4315057.0,2536.0
2017,RS,4315073.0,1676.0
2017,RS,4315107.0,10718.0
2017,RS,4315131.0,1819.0
2017,RS,4315149.0,2752.0
2017,RS,4315156.0,6379.0
2017,RS,4315172.0,2034.0
2017,RS,4315206.0,4159.0
2017,RS,4315305.0,23532.0
2017,RS,4315313.0,1856.0
2017,RS,4315321.0,2824.0
2017,RS,4315354.0,3826.0
2017,RS,4315404.0,11187.0
2017,RS,4315453.0,2187.0
2017,RS,4315503.0,16315.0
2017,RS,4315552.0,3317.0
2017,RS,4315602.0,209378.0
2017,RS,4315701.0,39000.0
2017,RS,4315750.0,4607.0
2017,RS,4315800.0,11101.0
2017,RS,4315909.0,5967.0
2017,RS,4315958.0,2515.0
2017,RS,4316006.0,20920.0
2017,RS,4316105.0,10695.0
2017,RS,4316204.0,5497.0
2017,RS,4316303.0,7245.0
2017,RS,4316402.0,40727.0
2017,RS,4316428.0,2676.0
2017,RS,4316436.0,2849.0
2017,RS,4316451.0,12490.0
2017,RS,4316477.0,2776.0
2017,RS,4316501.0,7434.0
2017,RS,4316600.0,16237.0
2017,RS,4316709.0,8694.0
2017,RS,4316733.0,1695.0
2017,RS,4316758.0,6285.0
2017,RS,4316808.0,127429.0
2017,RS,4316907.0,278445.0
2017,RS,4316956.0,6358.0
2017,RS,4316972.0,2519.0
2017,RS,4317004.0,8414.0
2017,RS,4317103.0,82312.0
2017,RS,4317202.0,72753.0
2017,RS,4317251.0,1780.0
2017,RS,4317301.0,31274.0
2017,RS,4317400.0,50658.0
2017,RS,4317509.0,79101.0
2017,RS,4317558.0,2196.0
2017,RS,4317608.0,42333.0
2017,RS,4317707.0,11051.0
2017,RS,4317756.0,2059.0
2017,RS,4317806.0,14334.0
2017,RS,4317905.0,14738.0
2017,RS,4317954.0,2468.0
2017,RS,4318002.0,62808.0
2017,RS,4318051.0,3080.0
2017,RS,4318101.0,19382.0
2017,RS,4318200.0,21679.0
2017,RS,4318309.0,62957.0
2017,RS,4318408.0,23763.0
2017,RS,4318424.0,4831.0
2017,RS,4318432.0,2646.0
2017,RS,4318440.0,2842.0
2017,RS,4318457.0,2714.0
2017,RS,4318465.0,2158.0
2017,RS,4318481.0,4543.0
2017,RS,4318499.0,2205.0
2017,RS,4318507.0,27206.0
2017,RS,4318606.0,7117.0
2017,RS,4318614.0,2298.0
2017,RS,4318622.0,3496.0
2017,RS,4318705.0,230914.0
2017,RS,4318804.0,44580.0
2017,RS,4318903.0,35057.0
2017,RS,4319000.0,21364.0
2017,RS,4319109.0,5779.0
2017,RS,4319125.0,3309.0
2017,RS,4319158.0,7754.0
2017,RS,4319208.0,5677.0
2017,RS,4319307.0,6280.0
2017,RS,4319356.0,3639.0
2017,RS,4319364.0,1998.0
2017,RS,4319372.0,2991.0
2017,RS,4319406.0,16763.0
2017,RS,4319505.0,24967.0
2017,RS,4319604.0,24403.0
2017,RS,4319703.0,3581.0
2017,RS,4319711.0,2265.0
2017,RS,4319737.0,2760.0
2017,RS,4319752.0,2154.0
2017,RS,4319802.0,8817.0
2017,RS,4319901.0,80311.0
2017,RS,4320008.0,139476.0
2017,RS,4320107.0,23398.0
2017,RS,4320206.0,11144.0
2017,RS,4320230.0,3050.0
